,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
55,COLD,100.0,16.94,9,28.78,47,0,REIT - Industrial,Real Estate,7.327,25.77,0.169,0.313,5.3
56,SMAR,100.0,19.69,9,33.56,379,0,Software - Application,Technology,5.728,42.04,0.197,0.268,5.28
57,PFC,100.0,11.39,21,45.67,931,0,Banks - Regional,Financial Services,0.705,19.73,0.114,0.46,5.24
58,INDB,74.07,11.52,27,44.67,149,0,Banks - Regional,Financial Services,2.253,52.56,0.085,0.604,5.16
59,GSBC,95.24,10.77,21,42.0,171,0,Banks - Regional,Financial Services,0.594,50.3,0.103,0.5,5.13
60,CAC,88.89,7.85,27,36.78,74,0,Banks - Regional,Financial Services,0.461,31.64,0.07,0.734,5.12
61,QDEL,60.87,9.54,46,52.83,52,0,Medical Devices,Healthcare,3.133,46.89,0.058,0.871,5.06
62,PFS,83.33,11.15,18,33.11,170,0,Banks - Regional,Financial Services,1.15,15.23,0.093,0.544,5.05
63,WEAV,100.0,43.7,3,26.0,56,0,Software - Application,Technology,0.746,10.64,0.437,0.115,5.04
64,LAND,85.71,10.65,21,38.29,179,0,REIT - Specialty,Real Estate,0.469,13.02,0.091,0.548,5.01
65,UMH,65.31,5.81,49,37.31,189,0,REIT - Residential,Real Estate,0.952,14.34,0.038,1.313,4.98
66,GH,100.0,21.26,12,52.25,190,0,Diagnostics & Research,Healthcare,2.357,19.42,0.213,0.23,4.88
67,SAVA,85.19,10.05,27,47.48,427,0,Biotechnology,Healthcare,0.926,21.93,0.086,0.569,4.87
68,BE,84.62,17.86,13,40.69,58,0,Electrical Equipment & Parts,Industrials,1.93,8.58,0.151,0.319,4.83
69,TFX,78.57,6.74,42,46.33,57,0,Medical Instruments & Supplies,Healthcare,11.173,237.75,0.053,0.907,4.8
70,MBUU,66.67,49.95,6,42.17,954,0,Recreational Vehicles,Consumer Cyclical,0.862,42.19,0.333,0.142,4.74
71,AWR,67.24,4.21,58,35.03,468,0,Utilities - Regulated Water,Utilities,2.67,72.18,0.028,1.656,4.69
72,HTBK,83.33,13.07,18,42.56,170,0,Banks - Regional,Financial Services,0.506,8.28,0.109,0.423,4.61
73,SENEA,88.89,13.61,18,47.83,134,0,Packaged Foods,Consumer Defensive,0.331,46.78,0.121,0.376,4.55
74,USM,72.22,5.57,54,49.46,155,0,Telecom Services,Communication Services,2.767,32.55,0.04,1.092,4.39
75,NYT,69.49,5.21,59,49.22,385,0,Publishing,Communication Services,7.147,43.55,0.036,1.199,4.34
76,GILD,66.67,14.52,21,49.71,459,0,Drug Manufacturers - General,Healthcare,91.646,73.55,0.097,0.422,4.09
77,UCBI,59.26,13.82,27,54.22,170,0,Banks - Regional,Financial Services,3.101,26.06,0.082,0.498,4.08
78,EMBC,100.0,24.73,6,37.0,57,0,Medical Instruments & Supplies,Healthcare,0.854,14.84,0.247,0.162,4.01
79,TTI,65.91,6.35,44,46.02,946,0,Oil & Gas Equipment & Services,Energy,0.493,3.79,0.042,0.956,4.0
80,FBMS,63.89,4.79,36,27.83,931,0,Banks - Regional,Financial Services,0.767,24.44,0.031,1.294,3.96
81,FUBO,75.0,29.01,12,66.25,189,0,Broadcasting,Communication Services,0.518,1.77,0.218,0.181,3.94
82,SITM,100.0,34.74,3,27.0,312,0,Semiconductors,Technology,2.201,97.0,0.347,0.111,3.86
83,PCH,73.33,5.29,45,45.47,59,0,REIT - Specialty,Real Estate,3.512,44.17,0.039,0.99,3.84
84,IONS,64.1,8.65,39,56.87,660,0,Biotechnology,Healthcare,6.611,45.36,0.055,0.686,3.8
85,COMM,66.67,9.86,30,51.97,42,0,Communication Equipment,Technology,0.403,1.9,0.066,0.577,3.79
86,LGF-B,100.0,18.53,9,44.33,388,0,Entertainment,Communication Services,1.955,8.12,0.185,0.203,3.76
87,SJW,72.13,3.46,61,40.59,59,0,Utilities - Regulated Water,Utilities,1.83,57.14,0.025,1.503,3.75
88,ENR,80.95,11.47,21,52.29,441,0,Electrical Equipment & Parts,Industrials,2.117,29.49,0.093,0.402,3.73
89,SSP,76.47,4.99,51,52.47,58,0,Broadcasting,Communication Services,0.367,4.34,0.038,0.972,3.71
90,AES,62.96,10.55,27,49.22,56,0,Utilities - Diversified,Utilities,10.714,16.0,0.066,0.549,3.64
91,ALNY,100.0,8.45,18,43.67,1281,0,Biotechnology,Healthcare,19.855,157.65,0.084,0.412,3.48
92,PLUG,56.67,11.97,30,58.6,5,0,Electrical Equipment & Parts,Industrials,1.823,3.01,0.068,0.512,3.47
93,LEU,56.67,14.39,30,71.1,168,0,Uranium,Energy,0.642,40.95,0.082,0.422,3.44
94,JACK,57.58,10.28,33,57.15,56,0,Restaurants,Consumer Cyclical,1.385,70.87,0.059,0.577,3.42
95,GT,62.96,3.35,81,52.67,427,0,Auto Parts,Consumer Cyclical,3.47,12.22,0.021,1.538,3.24
96,ACRE,50.0,56.56,6,52.5,935,0,REIT - Mortgage,Real Estate,0.411,7.59,0.283,0.114,3.23
