,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
248,SABA,72.73,3.33,11,53.64,2122,0,Asset Management,Financial Services,0.214,3.78,0.024,0.205,0.5
249,UA,73.33,2.26,15,50.6,503,0,Apparel Manufacturing,Consumer Cyclical,2.899,6.52,0.017,0.296,0.49
250,BTU,55.56,7.04,9,75.0,825,0,Thermal Coal,Energy,2.968,23.32,0.039,0.12,0.47
251,ARCH,-33.33,-35.47,3,76.0,961,0,Coking Coal,Basic Materials,2.804,153.67,0.118,0.039,0.47
252,RKLB,100.0,6.85,3,44.0,421,0,Aerospace & Defense,Industrials,1.844,3.77,0.068,0.068,0.47
253,IMNM,-33.33,-56.41,3,119.0,428,0,Biotechnology,Healthcare,1.195,20.14,0.188,0.025,0.47
254,MGTX,55.56,5.09,9,55.0,87,0,Biotechnology,Healthcare,0.358,5.57,0.028,0.164,0.46
255,NOVA,66.67,3.71,9,48.33,81,0,Solar,Technology,0.562,4.59,0.025,0.186,0.46
256,RCKT,61.11,2.37,18,59.22,140,0,Biotechnology,Healthcare,2.207,24.39,0.014,0.304,0.44
257,TERN,33.33,6.84,9,51.0,111,0,Biotechnology,Healthcare,0.356,5.51,0.023,0.176,0.4
258,AIRS,-33.33,-23.47,3,58.0,310,0,Medical Care Facilities,Healthcare,0.316,5.51,0.078,0.052,0.4
259,LBPH,-33.33,-27.57,3,69.0,526,0,Biotechnology,Healthcare,0.707,18.18,0.092,0.043,0.4
260,QTRX,-33.33,-46.33,3,118.0,429,0,Medical Devices,Healthcare,0.812,21.32,0.154,0.025,0.39
261,AFB,70.0,1.04,30,57.1,98,0,Asset Management,Financial Services,0.306,10.63,0.007,0.525,0.38
262,VGM,66.67,0.62,39,44.1,98,0,Asset Management,Financial Services,0.521,9.61,0.004,0.884,0.37
263,VIR,-33.33,-28.67,3,80.0,85,0,Biotechnology,Healthcare,1.281,9.49,0.096,0.038,0.36
264,SYY,55.17,1.11,29,49.28,984,0,Food Distribution,Consumer Defensive,38.203,76.74,0.006,0.588,0.36
265,HSTM,62.07,1.07,29,53.21,115,0,Health Information Services,Healthcare,0.764,25.21,0.007,0.545,0.36
266,UDMY,100.0,3.34,6,59.0,289,0,Education & Training Services,Consumer Defensive,1.687,10.67,0.033,0.102,0.34
267,BMBL,-33.33,-26.39,3,82.0,502,0,Software - Application,Technology,1.883,10.6,0.088,0.037,0.32
268,NBB,66.67,2.63,9,50.0,337,0,Asset Management,Financial Services,0.447,15.2,0.018,0.18,0.32
269,ARDX,60.0,2.39,15,70.6,579,0,Biotechnology,Healthcare,1.703,7.32,0.014,0.212,0.3
270,IGMS,-16.67,-34.53,6,116.0,79,0,Biotechnology,Healthcare,0.515,8.76,0.058,0.052,0.3
271,BBN,61.11,1.6,18,58.0,334,0,Asset Management,Financial Services,0.988,15.99,0.01,0.31,0.3
272,FSD,65.0,1.32,20,60.4,103,0,Asset Management,Financial Services,0.386,11.59,0.009,0.331,0.28
273,ALRM,40.0,1.96,15,41.47,89,0,Software - Application,Technology,3.482,69.72,0.008,0.362,0.28
274,NAC,74.36,0.42,39,49.41,98,0,Asset Management,Financial Services,1.569,10.84,0.003,0.789,0.25
275,NKTX,-11.11,-22.7,9,93.0,109,0,Biotechnology,Healthcare,0.624,8.86,0.025,0.097,0.24
276,KTB,-100.0,-11.48,1,47.0,957,0,Apparel Manufacturing,Consumer Cyclical,3.134,56.21,0.115,0.021,0.24
277,AI,22.22,3.77,9,32.33,344,0,Software - Application,Technology,3.048,24.97,0.008,0.278,0.23
278,VMD,55.56,2.98,9,64.67,89,0,Medical Devices,Healthcare,0.329,8.5,0.017,0.139,0.23
279,SLRN,-33.33,-20.61,3,91.0,36,0,Biotechnology,Healthcare,0.595,6.05,0.069,0.033,0.23
280,VKI,64.71,0.42,34,44.24,96,0,Asset Management,Financial Services,0.371,8.35,0.003,0.769,0.21
281,IQI,72.92,0.24,48,42.25,98,0,Asset Management,Financial Services,0.501,9.47,0.002,1.136,0.2
282,PATH,-33.33,-10.94,3,60.0,445,0,Software - Infrastructure,Technology,12.256,21.65,0.036,0.05,0.18
283,PLSE,55.56,2.94,9,86.33,97,0,Medical Instruments & Supplies,Healthcare,0.414,7.52,0.016,0.104,0.17
284,CLOV,-16.67,-12.92,6,74.0,292,0,Healthcare Plans,Healthcare,0.362,0.73,0.022,0.081,0.17
285,KNSL,-50.0,-10.48,2,66.5,736,0,Insurance - Property & Casualty,Financial Services,10.646,459.11,0.052,0.03,0.16
286,PLOW,50.0,2.97,6,54.5,200,0,Auto Parts,Consumer Cyclical,0.523,22.74,0.015,0.11,0.16
287,RIVN,-33.33,-14.83,3,99.0,210,0,Auto Manufacturers,Consumer Cyclical,10.205,10.44,0.049,0.03,0.15
288,RGP,47.37,1.02,19,61.16,89,0,Consulting Services,Industrials,0.404,11.95,0.005,0.311,0.15
289,NXP,70.83,0.47,24,56.12,458,0,Asset Management,Financial Services,0.676,14.31,0.003,0.428,0.14
290,WOOF,50.0,2.78,6,63.0,89,0,Specialty Retail,Consumer Cyclical,0.516,1.92,0.014,0.095,0.13
291,PFGC,-33.33,-5.23,3,53.0,961,0,Food Distribution,Consumer Defensive,11.042,70.97,0.017,0.057,0.1
292,CXM,100.0,2.86,2,60.5,301,0,Software - Application,Technology,3.309,12.08,0.029,0.033,0.09
293,INTC,56.76,0.16,37,63.81,341,0,Semiconductors,Technology,161.676,37.98,0.001,0.58,0.05
294,ZS,-33.33,-1.94,3,46.0,1089,0,Software - Infrastructure,Technology,27.53,183.71,0.006,0.065,0.04
295,CMP,66.67,0.23,12,49.42,67,0,Other Industrial Metals & Mining,Basic Materials,0.577,13.96,0.002,0.243,0.04
296,AMBA,33.33,0.46,6,47.5,80,0,Semiconductor Equipment & Materials,Technology,1.948,48.4,0.002,0.126,0.02
297,ORIC,33.33,0.5,6,60.5,86,0,Biotechnology,Healthcare,0.724,10.75,0.002,0.099,0.02
298,BIIB,54.55,0.02,33,54.27,490,0,Drug Manufacturers - General,Healthcare,29.792,204.95,0.0,0.608,0.01
299,TRML,0.0,-13.09,6,59.83,296,0,Biotechnology,Healthcare,0.592,23.09,-0.0,0.1,-0.0
300,WK,50.0,0.08,6,58.0,409,0,Software - Application,Technology,4.455,81.4,0.0,0.103,0.0
301,CSCO,52.63,-0.06,19,62.58,841,0,Communication Equipment,Technology,195.333,48.24,-0.0,0.304,-0.01
302,ZTS,33.33,-0.87,6,71.0,80,0,Drug Manufacturers - Specialty & Generic,Healthcare,75.864,165.69,-0.003,0.085,-0.02
303,FLWS,53.33,-0.07,30,57.23,346,0,Specialty Retail,Consumer Cyclical,0.594,9.21,-0.0,0.524,-0.02
304,COTY,13.33,-0.54,15,60.8,955,0,Household & Personal Products,Consumer Defensive,9.981,11.15,-0.001,0.247,-0.02
305,CHGG,61.11,-0.15,18,57.33,164,0,Education & Training Services,Consumer Defensive,0.743,7.22,-0.001,0.314,-0.03
306,PL,33.33,-1.42,6,48.67,81,0,Aerospace & Defense,Industrials,0.604,2.1,-0.005,0.123,-0.06
307,AAOI,53.33,-1.25,15,92.0,705,0,Communication Equipment,Technology,0.475,12.37,-0.007,0.163,-0.11
308,MIN,33.33,-1.71,12,59.17,434,0,Asset Management,Financial Services,0.3,2.63,-0.006,0.203,-0.12
309,IMVT,33.33,-7.6,6,88.5,234,0,Biotechnology,Healthcare,4.434,30.52,-0.025,0.068,-0.17
310,SMPL,33.33,-3.45,6,39.83,982,0,Packaged Foods,Consumer Defensive,3.221,32.27,-0.011,0.151,-0.17
311,FLGT,22.22,-8.03,9,92.0,85,0,Diagnostics & Research,Healthcare,0.633,21.25,-0.018,0.098,-0.17
312,PANL,33.33,-7.53,6,84.5,1523,0,Marine Shipping,Industrials,0.32,6.84,-0.025,0.071,-0.18
313,HRMY,16.67,-8.61,6,48.0,216,0,Biotechnology,Healthcare,1.694,29.84,-0.014,0.125,-0.18
314,ULTA,41.67,-2.79,12,70.75,1075,0,Specialty Retail,Consumer Cyclical,21.855,452.78,-0.012,0.17,-0.2
315,LYRA,62.5,-2.42,8,52.75,244,0,Biotechnology,Healthcare,0.305,5.1,-0.015,0.152,-0.23
316,ANAB,33.33,-10.02,6,81.33,873,0,Biotechnology,Healthcare,0.553,20.67,-0.033,0.074,-0.25
317,NUV,50.0,-1.49,24,68.79,81,0,Asset Management,Financial Services,1.783,8.59,-0.007,0.349,-0.26
318,RPD,41.67,-2.32,12,44.25,320,0,Software - Infrastructure,Technology,3.029,48.86,-0.01,0.271,-0.26
319,URBN,50.0,-1.18,30,68.5,962,0,Apparel Retail,Consumer Cyclical,3.685,39.71,-0.006,0.438,-0.26
320,SBUX,48.0,-1.57,25,65.16,456,0,Restaurants,Consumer Cyclical,98.718,87.19,-0.008,0.384,-0.29
321,HCAT,44.44,-6.16,9,81.0,61,0,Health Information Services,Healthcare,0.387,6.6,-0.027,0.111,-0.3
322,CVGW,41.18,-2.04,17,46.18,65,0,Food Distribution,Consumer Defensive,0.463,26.02,-0.008,0.368,-0.31
323,MYGN,48.28,-1.52,29,64.66,84,0,Diagnostics & Research,Healthcare,1.828,20.34,-0.007,0.448,-0.33
324,RIOT,33.33,-7.91,9,66.89,418,0,Capital Markets,Financial Services,2.548,10.05,-0.026,0.135,-0.35
325,OLPX,44.44,-6.65,9,67.33,86,0,Specialty Retail,Consumer Cyclical,1.064,1.61,-0.03,0.134,-0.4
326,PRFT,56.52,-2.04,23,63.87,89,0,Information Technology Services,Technology,1.816,51.95,-0.012,0.36,-0.42
327,HDSN,53.33,-1.85,30,64.67,1140,0,Specialty Chemicals,Basic Materials,0.491,10.79,-0.01,0.464,-0.46
328,ZM,28.57,-24.64,7,101.86,356,0,Software - Application,Technology,19.379,63.01,-0.07,0.069,-0.48
329,PTON,33.33,-29.65,6,120.17,80,0,Leisure,Consumer Cyclical,1.372,3.74,-0.099,0.05,-0.49
330,ZYME,22.22,-16.95,9,67.67,458,0,Biotechnology,Healthcare,0.679,9.62,-0.038,0.133,-0.5
331,PBPB,52.94,-4.0,17,69.82,553,0,Restaurants,Consumer Cyclical,0.319,10.78,-0.021,0.243,-0.52
332,MGNI,22.22,-9.11,18,68.67,80,0,Advertising Agencies,Communication Services,1.378,9.85,-0.02,0.262,-0.53
333,RCEL,27.27,-13.61,11,72.09,91,0,Medical Devices,Healthcare,0.389,15.13,-0.037,0.153,-0.57
334,MELI,33.33,-6.34,15,54.47,2117,0,Internet Retail,Consumer Cyclical,75.467,1488.58,-0.021,0.275,-0.58
335,INNV,33.33,-23.27,6,66.5,134,0,Medical Care Facilities,Healthcare,0.563,4.14,-0.078,0.09,-0.7
336,AZTA,33.33,-5.15,33,73.0,242,0,Medical Instruments & Supplies,Healthcare,3.163,56.72,-0.017,0.452,-0.78
337,RVNC,44.44,-13.75,9,68.67,63,0,Biotechnology,Healthcare,0.464,4.45,-0.061,0.131,-0.8
338,LRMR,20.0,-29.88,15,111.0,410,0,Biotechnology,Healthcare,0.461,7.22,-0.06,0.135,-0.81
339,VMEO,55.56,-14.91,9,78.0,88,0,Software - Application,Technology,0.622,3.7,-0.083,0.115,-0.96
340,UAA,41.67,-17.72,12,91.75,409,0,Apparel Manufacturing,Consumer Cyclical,2.902,6.8,-0.074,0.131,-0.97
341,PVH,35.71,-5.38,42,62.93,964,0,Apparel Manufacturing,Consumer Cyclical,6.307,109.33,-0.019,0.667,-1.28
342,DDD,42.31,-4.34,52,72.87,86,0,Computer Hardware,Technology,0.541,4.05,-0.018,0.714,-1.31
343,CIEN,55.56,-6.99,36,62.47,353,0,Communication Equipment,Technology,6.869,47.5,-0.039,0.576,-2.24
344,MODV,55.56,-12.24,18,53.0,178,0,Medical Care Facilities,Healthcare,0.334,23.5,-0.068,0.34,-2.31
