,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
31,RDUS,69.7,3.26,33,48.64,26,3,Steel,Basic Materials,0.484,17.31,0.023,0.678,1.54
32,ZIP,100.0,15.43,3,34.0,19,3,Staffing & Employment Services,Industrials,1.042,10.49,0.154,0.088,1.36
33,PACB,47.62,5.83,21,55.38,24,3,Medical Devices,Healthcare,0.46,1.69,0.028,0.379,1.05
34,FWRD,42.86,3.97,21,51.05,53,3,Integrated Freight & Logistics,Industrials,0.555,21.05,0.017,0.411,0.7
35,MLNK,100.0,13.51,3,63.0,42,3,Software - Application,Technology,1.294,16.92,0.135,0.048,0.64
36,AMPL,-33.33,-54.53,3,89.0,14,3,Software - Application,Technology,1.193,9.8,0.182,0.034,0.61
37,VERV,-33.33,-26.97,3,46.0,1,3,Biotechnology,Healthcare,0.504,6.0,0.09,0.065,0.59
38,IMKTA,71.43,1.71,21,52.43,33,3,Grocery Stores,Consumer Defensive,1.367,71.97,0.012,0.401,0.49
39,UA,73.33,2.26,15,50.6,7,2,Apparel Manufacturing,Consumer Cyclical,2.848,6.44,0.017,0.296,0.49
40,SAVE,55.56,2.26,18,60.17,57,3,Airlines,Industrials,0.377,3.44,0.013,0.299,0.38
41,FOXF,55.56,2.53,9,36.0,31,3,Auto Parts,Consumer Cyclical,1.633,38.89,0.014,0.25,0.35
42,CNMD,51.28,0.96,39,63.28,50,3,Medical Devices,Healthcare,2.105,68.34,0.005,0.616,0.3
43,MNTK,-33.33,-37.12,3,134.0,46,3,Utilities - Diversified,Utilities,0.53,3.69,0.124,0.022,0.28
44,CNXC,-16.67,-17.38,6,85.0,26,3,Information Technology Services,Technology,3.649,55.3,0.029,0.071,0.2
45,WOOF,50.0,2.78,6,63.0,2,2,Specialty Retail,Consumer Cyclical,0.421,1.56,0.014,0.095,0.13
46,SAM,56.25,0.3,32,61.31,26,3,Beverages - Brewers,Consumer Defensive,3.306,276.57,0.002,0.522,0.09
47,CMP,66.67,0.23,12,49.42,5,3,Other Industrial Metals & Mining,Basic Materials,0.502,12.15,0.002,0.243,0.04
48,CHGG,61.11,-0.15,18,57.33,10,3,Education & Training Services,Consumer Defensive,0.55,5.38,-0.001,0.314,-0.03
49,ULTA,41.67,-2.79,12,70.75,1,2,Specialty Retail,Consumer Cyclical,19.409,402.11,-0.012,0.17,-0.2
50,PBT,48.57,-0.74,35,58.14,84,3,Oil & Gas Midstream,Energy,0.534,11.46,-0.004,0.602,-0.22
51,RPD,41.67,-2.32,12,44.25,10,3,Software - Infrastructure,Technology,2.795,44.88,-0.01,0.271,-0.26
52,CRNC,22.22,-17.41,9,87.67,38,3,Software - Application,Technology,0.387,9.29,-0.039,0.103,-0.4
53,CABA,33.33,-19.68,6,92.0,8,3,Biotechnology,Healthcare,0.599,12.41,-0.066,0.065,-0.43
54,UAA,41.67,-17.72,12,91.75,9,1,Apparel Manufacturing,Consumer Cyclical,2.848,6.64,-0.074,0.131,-0.97
55,TTEC,55.56,-3.09,36,61.58,22,3,Information Technology Services,Technology,0.346,7.3,-0.017,0.585,-1.0
