,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
440,PSN,100.0,14.69,3,59.0,531,0,Information Technology Services,Technology,8.248,77.63,0.147,0.051,0.75
441,YUM,80.95,2.14,21,48.57,106,0,Restaurants,Consumer Cyclical,38.095,135.33,0.017,0.432,0.75
442,SMRT,50.0,10.91,6,44.17,100,0,Software - Application,Technology,0.477,2.34,0.055,0.136,0.74
443,GDYN,-33.33,-35.51,3,48.0,506,0,Information Technology Services,Technology,0.758,9.91,0.118,0.062,0.74
444,TPR,52.94,2.12,34,52.06,103,0,Luxury Goods,Consumer Cyclical,9.058,39.49,0.011,0.653,0.73
445,NUE,48.57,2.22,35,52.0,1000,0,Steel,Basic Materials,40.477,168.67,0.011,0.673,0.73
446,SBOW,66.67,4.88,12,53.25,1003,0,Oil & Gas E&P,Energy,0.745,29.17,0.033,0.225,0.73
447,CWST,60.0,2.04,30,51.13,442,0,Waste Management,Industrials,5.24,90.18,0.012,0.587,0.72
448,REPX,53.33,5.67,15,64.13,631,0,Oil & Gas E&P,Energy,0.526,24.45,0.03,0.234,0.71
449,ZEUS,34.48,3.88,29,55.86,982,0,Steel,Basic Materials,0.706,63.39,0.013,0.519,0.69
450,BURL,50.0,6.64,6,29.5,189,0,Apparel Retail,Consumer Cyclical,11.369,178.02,0.033,0.203,0.68
451,HCSG,42.86,5.28,21,70.33,81,0,Medical Care Facilities,Healthcare,0.784,10.64,0.023,0.299,0.68
452,BLK,66.67,1.91,18,34.33,115,0,Asset Management,Financial Services,111.805,751.58,0.013,0.524,0.67
453,INFA,100.0,9.17,2,27.5,504,0,Software - Infrastructure,Technology,9.244,30.85,0.092,0.073,0.67
454,GETY,60.0,20.56,5,93.8,311,0,Internet Content & Information,Communication Services,1.528,3.74,0.123,0.053,0.66
455,MUJ,68.57,1.32,35,47.74,113,0,Asset Management,Financial Services,0.594,11.16,0.009,0.733,0.66
456,SPLP,72.22,2.34,18,46.78,971,0,Conglomerates,Industrials,0.721,35.38,0.017,0.385,0.65
457,FR,79.17,1.53,24,45.0,2706,0,REIT - Industrial,Real Estate,6.258,46.02,0.012,0.533,0.65
458,KLIC,52.7,0.94,74,58.41,1328,0,Semiconductor Equipment & Materials,Technology,2.499,44.36,0.005,1.267,0.63
459,HPE,87.5,3.13,8,35.12,976,0,Communication Equipment,Technology,21.369,16.44,0.027,0.228,0.62
460,GFS,100.0,4.42,3,22.0,216,0,Semiconductors,Technology,26.039,47.04,0.044,0.136,0.6
461,ABBV,66.67,2.88,9,30.0,192,0,Drug Manufacturers - General,Healthcare,286.35,161.72,0.019,0.3,0.58
462,SNCY,100.0,12.5,3,66.0,102,0,Airlines,Industrials,0.711,13.5,0.125,0.045,0.57
463,EPAM,50.0,4.55,6,27.5,194,0,Information Technology Services,Technology,13.611,234.98,0.023,0.218,0.5
464,HY,55.56,4.73,9,47.0,373,0,Farm & Heavy Construction Machinery,Industrials,1.01,57.77,0.026,0.191,0.5
465,SXC,60.0,3.23,15,58.8,194,0,Coking Coal,Basic Materials,0.828,9.85,0.019,0.255,0.49
466,DH,100.0,8.05,3,50.0,97,0,Health Information Services,Healthcare,0.821,6.97,0.08,0.06,0.48
467,IMNM,-33.33,-56.41,3,119.0,445,0,Biotechnology,Healthcare,0.881,14.69,0.188,0.025,0.47
468,NMRK,44.44,7.0,9,60.0,442,0,Real Estate Services,Real Estate,2.348,9.6,0.031,0.15,0.47
469,BTU,55.56,7.04,9,75.0,842,0,Thermal Coal,Energy,2.729,21.44,0.039,0.12,0.47
470,MGTX,55.56,5.09,9,55.0,104,0,Biotechnology,Healthcare,0.321,4.99,0.028,0.164,0.46
471,CNNE,100.0,7.89,3,51.0,1324,0,Restaurants,Consumer Cyclical,1.218,19.41,0.079,0.059,0.46
472,NOVA,66.67,3.71,9,48.33,98,0,Solar,Technology,0.437,3.53,0.025,0.186,0.46
473,JBLU,33.33,5.67,15,63.53,99,0,Airlines,Industrials,1.9,5.59,0.019,0.236,0.45
474,TNET,66.67,3.81,12,69.33,433,0,Staffing & Employment Services,Industrials,5.145,101.75,0.025,0.173,0.44
475,RCKT,61.11,2.37,18,59.22,157,0,Biotechnology,Healthcare,2.045,22.53,0.014,0.304,0.44
476,ACDC,100.0,5.71,3,40.33,217,0,Oil & Gas Equipment & Services,Energy,1.09,6.83,0.057,0.074,0.42
477,VICR,52.17,1.02,46,59.33,83,0,Electronic Components,Technology,1.417,31.82,0.005,0.775,0.41
478,PTEN,65.52,1.21,29,57.45,983,0,Oil & Gas Drilling,Energy,4.234,10.5,0.008,0.505,0.4
479,QTRX,-33.33,-46.33,3,118.0,446,0,Medical Devices,Healthcare,0.631,16.49,0.154,0.025,0.39
480,BCC,55.56,3.88,9,49.33,1313,0,Building Materials,Basic Materials,5.223,132.01,0.022,0.182,0.39
481,LKQ,46.67,2.88,15,54.0,83,0,Auto Parts,Consumer Cyclical,11.506,43.13,0.013,0.278,0.37
482,ROP,53.33,2.48,15,53.8,5444,0,Software - Application,Technology,55.1,514.76,0.013,0.279,0.37
483,SVC,66.67,1.27,21,49.33,983,0,REIT - Hotel & Motel,Real Estate,0.995,6.0,0.008,0.426,0.36
484,ENTG,33.33,4.84,9,42.11,1358,0,Semiconductor Equipment & Materials,Technology,18.587,123.31,0.016,0.214,0.34
485,FCFS,60.0,2.23,15,60.6,573,0,Credit Services,Financial Services,5.217,114.73,0.013,0.248,0.33
486,NAVI,66.67,2.37,9,43.33,976,0,Credit Services,Financial Services,1.724,15.42,0.016,0.208,0.33
487,NBB,66.67,2.63,9,50.0,354,0,Asset Management,Financial Services,0.431,14.65,0.018,0.18,0.32
488,BMBL,-33.33,-26.39,3,82.0,519,0,Software - Application,Technology,1.765,10.12,0.088,0.037,0.32
489,BBUC,100.0,5.85,3,56.0,103,0,Asset Management,Financial Services,1.488,20.34,0.058,0.054,0.31
490,BBN,61.11,1.6,18,58.0,351,0,Asset Management,Financial Services,0.961,15.56,0.01,0.31,0.3
491,MYPS,-16.67,-31.42,6,104.0,83,0,Electronic Gaming & Multimedia,Communication Services,0.303,2.25,0.052,0.058,0.3
492,TALO,40.0,2.27,15,45.4,418,0,Oil & Gas E&P,Energy,2.374,12.91,0.009,0.33,0.3
493,V,100.0,8.59,3,94.0,3406,0,Credit Services,Financial Services,546.963,267.32,0.086,0.032,0.27
494,PRI,62.5,1.98,8,38.62,507,0,Insurance - Life,Financial Services,7.478,215.51,0.012,0.207,0.26
495,ALRS,58.62,0.79,29,58.17,232,0,Banks - Regional,Financial Services,0.394,19.79,0.005,0.499,0.23
496,SLRN,-33.33,-20.61,3,91.0,53,0,Biotechnology,Healthcare,0.42,4.25,0.069,0.033,0.23
497,STR,50.0,1.54,12,41.25,257,0,Oil & Gas E&P,Energy,3.558,22.63,0.008,0.291,0.22
498,ULCC,33.33,5.81,9,83.0,88,0,Airlines,Industrials,1.307,5.84,0.019,0.108,0.21
499,KVUE,100.0,11.37,1,56.0,83,0,Household & Personal Products,Consumer Defensive,36.091,18.85,0.114,0.018,0.2
500,BIGZ,-33.33,-32.14,3,163.0,428,0,Asset Management,Financial Services,1.611,7.18,0.107,0.018,0.2
501,NAPA,50.0,4.98,6,79.0,38,0,Beverages - Wineries & Distilleries,Consumer Defensive,1.131,7.7,0.025,0.076,0.19
502,XHR,-11.11,-16.98,9,93.0,982,0,REIT - Hotel & Motel,Real Estate,1.474,13.94,0.019,0.097,0.18
503,PATH,-33.33,-10.94,3,60.0,462,0,Software - Infrastructure,Technology,10.948,19.24,0.036,0.05,0.18
504,RELY,-33.33,-11.67,3,64.0,499,0,Software - Infrastructure,Technology,3.375,17.54,0.039,0.047,0.18
505,DG,66.67,1.14,12,54.75,104,0,Discount Stores,Consumer Defensive,30.222,137.58,0.008,0.219,0.17
506,CLOV,-16.67,-12.92,6,74.0,309,0,Healthcare Plans,Healthcare,0.319,0.64,0.022,0.081,0.17
