,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,MCS,94.74,14.01,57,32.0,188,0,Entertainment,Communication Services,0.387,12.05,0.133,1.781,23.64
1,HA,100.0,39.5,21,35.38,103,0,Airlines,Industrials,0.651,12.56,0.395,0.594,23.45
2,INDV,80.0,85.94,15,46.8,249,0,Drug Manufacturers - Specialty & Generic,Healthcare,2.427,17.93,0.688,0.321,22.04
3,ATNI,100.0,16.01,41,31.17,130,0,Telecom Services,Communication Services,0.325,21.03,0.16,1.315,21.06
4,EXEL,85.42,18.24,48,41.4,358,0,Biotechnology,Healthcare,6.443,22.12,0.156,1.159,18.06
5,OKE,82.22,16.17,45,34.07,985,0,Oil & Gas Midstream,Energy,44.912,76.95,0.133,1.321,17.56
6,STKL,80.77,17.94,52,44.71,113,0,Packaged Foods,Consumer Defensive,0.636,5.48,0.145,1.163,16.85
7,MAS,87.88,20.3,33,35.7,476,0,Building Products & Equipment,Industrials,15.192,68.98,0.178,0.924,16.49
8,MNST,84.62,18.55,39,40.08,1358,0,Beverages - Non-Alcoholic,Consumer Defensive,55.618,53.39,0.157,0.973,15.27
9,LGIH,100.0,39.03,15,38.6,116,0,Residential Construction,Consumer Cyclical,2.175,92.29,0.39,0.389,15.17
10,CAT,88.16,9.1,76,42.75,422,0,Farm & Heavy Construction Machinery,Industrials,164.048,335.44,0.08,1.778,14.26
11,MGM,75.0,23.5,36,45.17,984,0,Resorts & Casinos,Consumer Cyclical,12.82,40.87,0.176,0.797,14.05
12,EFX,88.57,11.41,35,26.46,114,0,Consulting Services,Industrials,27.751,224.5,0.101,1.323,13.37
13,AVXL,95.83,19.43,24,34.46,103,0,Biotechnology,Healthcare,0.309,3.76,0.186,0.696,12.97
14,CBRL,87.27,10.71,55,39.91,113,0,Restaurants,Consumer Cyclical,1.269,57.18,0.093,1.378,12.88
15,CWH,75.0,63.58,12,44.5,98,0,Auto & Truck Dealerships,Consumer Cyclical,0.907,20.13,0.477,0.27,12.86
16,HAL,75.93,12.33,54,39.7,417,0,Oil & Gas Equipment & Services,Energy,32.491,36.7,0.094,1.36,12.73
17,MPC,94.44,24.2,18,32.67,983,0,Oil & Gas Refining & Marketing,Energy,64.459,182.95,0.229,0.551,12.59
18,MRO,79.66,11.43,59,43.12,416,0,Oil & Gas E&P,Energy,14.91,26.09,0.091,1.368,12.46
19,LAD,84.62,14.4,39,39.15,99,0,Auto & Truck Dealerships,Consumer Cyclical,6.885,251.2,0.122,0.996,12.14
20,AKRO,100.0,32.68,12,34.0,94,0,Biotechnology,Healthcare,1.363,19.71,0.327,0.353,11.53
21,MUR,68.25,12.38,63,46.43,863,0,Oil & Gas E&P,Energy,6.747,44.22,0.084,1.357,11.46
22,CZR,100.0,39.81,12,42.0,103,0,Resorts & Casinos,Consumer Cyclical,7.592,35.14,0.398,0.286,11.37
23,SIGI,92.31,9.64,39,31.23,1074,0,Insurance - Property & Casualty,Financial Services,5.822,95.77,0.089,1.249,11.11
