,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,EXTR,97.22,18.56,36,50.75,11,3,Communication Equipment,Technology,1.515,11.77,0.18,0.709,12.8
1,GNE,95.24,12.06,21,47.0,17,3,Utilities - Regulated Electric,Utilities,0.436,15.9,0.115,0.447,5.13
2,KW,72.22,10.67,18,40.5,9,3,Real Estate Services,Real Estate,1.145,8.24,0.077,0.444,3.42
3,MED,60.47,6.13,43,54.28,23,3,Personal Services,Consumer Cyclical,0.399,36.6,0.037,0.792,2.94
4,APPS,47.62,14.17,21,52.71,5,3,Software - Application,Technology,0.306,3.0,0.067,0.398,2.69
5,SSRM,72.0,6.07,25,45.4,23,3,Gold,Basic Materials,0.834,4.12,0.044,0.551,2.41
6,FWRD,42.86,3.97,21,51.05,18,3,Integrated Freight & Logistics,Industrials,0.909,29.51,0.017,0.411,0.7
7,MLNK,100.0,13.51,3,63.0,7,3,Software - Application,Technology,1.356,17.78,0.135,0.048,0.64
8,SAVE,55.56,2.26,18,60.17,22,3,Airlines,Industrials,0.504,4.6,0.013,0.299,0.38
9,MNTK,-33.33,-37.12,3,134.0,11,3,Utilities - Diversified,Utilities,0.654,4.55,0.124,0.022,0.28
