,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
26,BA,64.71,4.22,51,54.59,1,3,Aerospace & Defense,Industrials,103.961,169.55,0.027,0.934,2.55
27,NUS,71.79,4.54,39,53.0,23,3,Household & Personal Products,Consumer Defensive,0.596,12.05,0.033,0.736,2.4
28,CHPT,100.0,28.63,4,55.25,134,3,Specialty Retail,Consumer Cyclical,0.682,1.61,0.286,0.072,2.07
29,UNFI,66.67,4.02,39,55.69,10,3,Food Distribution,Consumer Defensive,0.588,9.9,0.027,0.7,1.88
30,NFBK,100.0,8.5,9,42.33,25,3,Banks - Regional,Financial Services,0.372,8.37,0.085,0.213,1.81
31,COUR,100.0,26.43,3,44.0,11,3,Education & Training Services,Consumer Defensive,2.061,13.1,0.264,0.068,1.8
32,AMCX,66.67,10.33,12,49.75,25,3,Entertainment,Communication Services,0.461,10.58,0.069,0.241,1.66
33,DBX,100.0,13.35,6,49.33,22,3,Software - Infrastructure,Technology,7.779,22.99,0.134,0.122,1.62
34,RDUS,69.7,3.26,33,48.64,13,3,Steel,Basic Materials,0.483,17.26,0.023,0.678,1.54
35,BEPC,91.67,7.09,12,51.0,26,3,Utilities - Renewable,Utilities,4.042,22.37,0.065,0.235,1.53
36,LUNG,66.67,43.25,3,57.0,16,3,Medical Devices,Healthcare,0.306,7.89,0.288,0.053,1.52
37,ZIP,100.0,15.43,3,34.0,6,3,Staffing & Employment Services,Industrials,1.109,11.19,0.154,0.088,1.36
38,TWKS,100.0,7.02,9,57.44,11,3,Information Technology Services,Technology,0.771,2.39,0.07,0.157,1.1
39,PACB,47.62,5.83,21,55.38,11,3,Medical Devices,Healthcare,0.849,3.17,0.028,0.379,1.05
40,NYCB,50.0,3.26,24,47.75,33,3,Banks - Regional,Financial Services,2.266,2.84,0.016,0.503,0.82
41,FWRD,42.86,3.97,21,51.05,40,3,Integrated Freight & Logistics,Industrials,0.675,25.58,0.017,0.411,0.7
42,MLNK,100.0,13.51,3,63.0,29,3,Software - Application,Technology,1.307,17.13,0.135,0.048,0.64
43,VSCO,50.0,8.84,6,41.67,6,3,Apparel Retail,Consumer Cyclical,1.391,17.93,0.044,0.144,0.64
44,AMPL,-33.33,-54.53,3,89.0,1,3,Software - Application,Technology,1.223,10.16,0.182,0.034,0.61
45,CMTG,100.0,14.6,3,78.0,27,3,REIT - Mortgage,Real Estate,1.204,8.68,0.146,0.038,0.56
46,HRZN,66.67,4.06,9,48.67,10,3,Asset Management,Financial Services,0.374,11.21,0.027,0.185,0.5
47,IMKTA,71.43,1.71,21,52.43,20,3,Grocery Stores,Consumer Defensive,1.387,73.01,0.012,0.401,0.49
48,SAVE,55.56,2.26,18,60.17,44,3,Airlines,Industrials,0.458,4.18,0.013,0.299,0.38
49,FOXF,55.56,2.53,9,36.0,18,3,Auto Parts,Consumer Cyclical,1.776,42.3,0.014,0.25,0.35
50,CNMD,51.28,0.96,39,63.28,37,3,Medical Devices,Healthcare,2.296,74.58,0.005,0.616,0.3
51,MNTK,-33.33,-37.12,3,134.0,33,3,Utilities - Diversified,Utilities,0.586,4.08,0.124,0.022,0.28
52,CNXC,-16.67,-17.38,6,85.0,13,3,Information Technology Services,Technology,3.908,59.22,0.029,0.071,0.2
53,LBRDK,55.56,1.69,9,82.89,29,3,Telecom Services,Communication Services,6.952,48.58,0.009,0.109,0.1
54,SAM,56.25,0.3,32,61.31,13,3,Beverages - Brewers,Consumer Defensive,3.431,285.65,0.002,0.522,0.09
55,TMP,-11.11,-14.69,9,180.78,45,3,Banks—Regional,Financial Services,0.639,44.33,0.016,0.05,0.08
56,NVTS,0.0,-5.79,3,42.0,42,3,Semiconductors,Technology,0.774,4.32,-0.0,0.071,-0.0
57,CHTR,33.33,-3.9,6,115.83,26,3,Telecom Services,Communication Services,37.613,260.5,-0.013,0.052,-0.07
58,LBRDA,33.33,-4.93,6,111.5,29,3,Telecom Services,Communication Services,6.957,48.61,-0.016,0.054,-0.09
59,IRWD,12.5,-4.98,8,46.62,12,3,Drug Manufacturers - Specialty & Generic,Healthcare,1.233,7.88,-0.006,0.172,-0.11
60,ROKU,55.56,-3.14,9,93.33,20,3,Entertainment,Communication Services,8.597,59.9,-0.017,0.096,-0.17
61,FFIC,46.67,-1.45,15,53.0,27,3,Banks - Regional,Financial Services,0.322,11.09,-0.007,0.283,-0.19
62,IRDM,25.0,-5.69,12,66.5,27,3,Telecom Services,Communication Services,3.003,24.67,-0.014,0.18,-0.26
63,AEHR,51.85,-1.71,27,73.19,46,3,Semiconductor Equipment & Materials,Technology,0.338,11.7,-0.009,0.369,-0.33
64,CRNC,22.22,-17.41,9,87.67,25,3,Software - Application,Technology,0.557,13.36,-0.039,0.103,-0.4
65,TTEC,55.56,-3.09,36,61.58,9,3,Information Technology Services,Technology,0.39,8.22,-0.017,0.585,-1.0
